id	broker_name	collected_by	center_name
5234		GCS Medical College, Ahmedabad	SUB11112457
5235		Salvous Bioresearch Solutions, Gandhidham, Kutch	SUB11112457
5236		Apollo Hospital International Limited, Ahmedabad	SUB11112457
5237		District Hospital, Vyara	SUB11112457
5238		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11112457
5239		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11112457
5240		Shantaba Medical College, Amreli	SUB11112457
5241		Lambda Therapeutic Research, Ahmedabad	SUB11112466
5242		Genexplore Diagnostic center, Ahmedabad	SUB11112466
5243		GMERS Medical College, Gandhinagar	SUB11112466
5244		Sanjeevani Metropolis, Rajkot	SUB11112466
5245		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11112466
5246		District Hospital, Rajpipla, Narmada	SUB11112466
5247		NHL Municipal Medical College, Ahmedabad (SVP)	SUB11112466
5248		BJ Medical College, Ahmedabad	SUB11112466
5249		M.P.Shah Government Medical College, Jamnagar	SUB11112466
5250		Northstar Pathology Laboratory, Ahmedabad	SUB11112466
5251		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11112466
5252		Surat Municipal Institute of Medical Education and Research (SMIMER), Surat	SUB11112466
5253		Nidan Path Lab, Gandhinagar	SUB11112466
5254		Gujarat Pathology laboratory &amp; Diagnostic Center, Paldi, Ahmedabad	SUB11112474
5255		In Vitro Speciality Laboratory, Ahmedabad	SUB11112474
5256		Nidan Path Lab, Gandhinagar	SUB11112474
5257		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11112474
5258		Government Medical College, Surat	SUB11112474
5259		Northstar Pathology Laboratory, Ahmedabad	SUB11112474
5260		Genexplore Diagnostic center, Ahmedabad	SUB11112474
5261		Sterling Diagnostic Center, Bhavnagar	SUB11112474
5262		BJ Medical College, Ahmedabad	SUB11112474
5263		Sanjeevani Metropolis, Rajkot	SUB11112474
5264		Surat Municipal Institute of Medical Education and Research (SMIMER), Surat	SUB11112474
5265		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11112474
5266		Sanjeevani Metropolis, Rajkot	SUB11112493
5267		Sterling Diagnostic Center, Bhavnagar	SUB11112493
5268		Salvous Bioresearch Solutions, Gandhidham, Kutch	SUB11112493
5269		Gujarat Pathology laboratory &amp; Diagnostic Center, Paldi, Ahmedabad	SUB11112493
5270		BJ Medical College, Ahmedabad	SUB11112493
5271		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11112493
5272		Genexplore Diagnostic center, Ahmedabad	SUB11112493
5273		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11112493
5274		Lambda Therapeutic Research, Ahmedabad	SUB11112493
5275		M.P.Shah Government Medical College, Jamnagar	SUB11112493
5276		NHL Municipal Medical College, Ahmedabad (SVP)	SUB11112493
5277		District Hospital, Navsari	SUB11112493
5278		Nidan Path Lab, Gandhinagar	SUB11112493
5279		Northstar Pathology Laboratory, Ahmedabad	SUB11112493
5280		Salvous Bioresearch, Ahmedabad	SUB11112501
5281		Northstar Pathology Laboratory, Ahmedabad	SUB11112501
5282		NHL Municipal Medical College, Ahmedabad (SVP)	SUB11112501
5283		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11112501
5284		GMERS Medical College, Gandhinagar	SUB11112501
5285		Toprani Advance lab Systems, Vadodara	SUB11112501
5286		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11112501
5287		GMERS Medical College and Hospital, Sola, Ahmedabad	SUB11112501
5288		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11112501
5289		In Vitro Speciality Laboratory, Ahmedabad	SUB11112501
5290		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11112501
5291		CDPH VBL	SUB11118526
5292		CDPH VBL	SUB11118528
5293		CDPH VBL	SUB11118533
5294		New Mexico Department of Health Scientific Laboratory	SUB11118627
5295		New Mexico Department of Health Scientific Laboratory	SUB11118908
5296		Utah Public Health Laboratory	SUB11119100
5297		Utah Public Health Laboratory	SUB11119102
5298		Orange County Public Health Laboratory	SUB11119190
5299		South Dakota Public Health Laboratory	SUB11119258
5300		Orange County Public Health Laboratory	SUB11119411
5301		Wisconsin State Laboratory of Hygiene	SUB11119510
5302			SUB11121705
5303		Colorado Department of Public Health and Environment	SUB11121788
5304		State Hygienic Laboratory at the University of Iowa	SUB11121912
5305		Contra Costa Public Health Laboratory	SUB11121947
5306		Contra Costa Public Health Laboratory	SUB11121951
5307		Pennsylvania Department of Health Bureau of Laboratories	SUB11122048
5308		Montana Public Health Laboratory	SUB11122252
5309		Texas Department of State Health Services	SUB11122383
5310		CDPH	SUB11122495
5311		SEREMI de Salud Region de La Araucania.	SUB11122745
5312		State Hygienic Laboratory at the University of Iowa	SUB11125270
5313		University of Iowa Hospitals and Clinics	SUB11125273
5314		State Hygienic Laboratory at the University of Iowa	SUB11125273
5315		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11125329
5316		GALE, LETOSHA	SUB11125329
5317		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11125329
5318		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11125329
5319		required_for_submission	SUB11125329
5320		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB11125329
5321		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11125329
5322		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11125329
5323		FORT BEND JUVENILE - 122 GOLFVIEW	SUB11125329
5324		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB11125329
5325		FORT BEND COUNTY JAIL - 1410 RICHMOND PARKWAY	SUB11125329
5326		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB11125329
5327		FARRINGTON AT TANGLEWOOD - 505 BERING DRIVE	SUB11125329
5328		KIRBY - 9250 KIRBY DRIVE, 2030	SUB11125329
5329		GALVESTON COUNTY HLTH DST - PO BOX 939	SUB11125329
5330		GALE, LETOSHA	SUB11125675
5331		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11125675
5332		FORT BEND JUVENILE - 122 GOLFVIEW	SUB11125675
5333		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB11125675
5334		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11125675
5335		FORT BEND MEDICAL, EXAMINERS - 3840 BAMORE RD.	SUB11125675
5336		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11125675
5337		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11125675
5338		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11125675
5339		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB11125675
5340		State Hygienic Laboratory at the University of Iowa	SUB11125692
5341		State Hygienic Laboratory at the University of Iowa	SUB11125998
5342		Test Iowa	SUB11125998
5343		University of Iowa Hospitals and Clinics	SUB11125998
5344		Montana Public Health Laboratory	SUB11126013
5345		Utah Public Health Laboratory	SUB11126080
5346		Providence Saint John&apos;s Health Center	SUB11126110
5347		Olive View Medical Center	SUB11126110
5348		Huntington Memorial Hospital	SUB11126110
5349		UCLA Clinical Micro Lab	SUB11126110
5350		Pomona Valley Hospital Medical Center	SUB11126110
5351		Pomona Valley Hospital Medical Center	SUB11126142
5352		USC Clinical Lab	SUB11126142
5353		Torrance Memorial Medical Center	SUB11126142
5354		Clarity Mobile Venture	SUB11126142
5355		Olive View Medical Center	SUB11126142
5356		modMD	SUB11126142
5357		North Carolina State Laboratory of Public Health	SUB11128731
5358		North Carolina State Laboratory of Public Health	SUB11128766
5359		ST. PAUL&apos;S HOSPITAL	SUB11128781
5360		CDPH VBL	SUB11128806
5361		CDPH VBL	SUB11128809
5362		CDPH VBL	SUB11128837
5363		CDPH VBL	SUB11128899
5364		NJDOH, Public Health and Environmental Laboratories	SUB11129120
5365		Utah Public Health Laboratory	SUB11129172
5366		Orange County Public Health Laboratory	SUB11129190
5367		Montana Public Health Laboratory	SUB11129392
5368		Colorado Department of Public Health and Environment	SUB11131073
5369		TPMG Regional Laboratory	SUB11131211
5370		Colorado Department of Public Health and Environment	SUB11131223
5371		Colorado Department of Public Health and Environment	SUB11131284
5372		Colorado Department of Public Health and Environment	SUB11131285
5373		State Hygienic Laboratory at the University of Iowa	SUB11132591
5374		Colorado Department of Public Health and Environment	SUB11132950
5375		State Hygienic Laboratory at the University of Iowa	SUB11132952
5376		Colorado Department of Public Health and Environment	SUB11132988
5377		Colorado Department of Public Health and Environment	SUB11133270
5378			SUB11134700
5379		Dartmouth-Hitchcock Medical Center	SUB11135323
5380		Dartmouth College	SUB11135323
5381		Pennsylvania Department of Health Bureau of Laboratories	SUB11135475
5382		CDPHE	SUB11135480
5383		Pandemic Response Lab - NYC	SUB11135993
5384		Orange County Public Health Laboratory	SUB11136026
5385			SUB11136503
5386			SUB11136539
5387		PrimBio Research Institute	SUB11136681
5388		Dartmouth-Hitchcock Medical Center	SUB11144354
5389		Dartmouth College	SUB11144354
5390		North Carolina State Laboratory of Public Health	SUB11144383
5391		UMN	SUB11144945
5392		New Mexico Department of Health Scientific Laboratory	SUB11145242
5393		Quebec Ministere des Forets, de la Faune et des Parcs	SUB11145372
5394		Ontario Ministry of Northern Development, Mines, Natural Resources and Forestry	SUB11145372
5395		State Hygienic Laboratory at the University of Iowa	SUB11145399
5396		University of Iowa Hospitals and Clinics	SUB11145399
5397			SUB11145540
5398		Colorado Department of Public Health and Environment	SUB11145547
5399		State Hygienic Laboratory at the University of Iowa	SUB11145659
5400		State Hygienic Laboratory at the University of Iowa	SUB11145662
5401		NSTU COVID-19 Diagnostic Center, Noakhali Science and Technology University	SUB11146389
5402		Dartmouth-Hitchcock Medical Center	SUB11147365
5403		State Hygienic Laboratory at the University of Iowa	SUB11147533
5404		New Mexico Department of Health Scientific Laboratory	SUB11147689
5405		Texas Department of State Health Services	SUB11147863
5406		Utah Public Health Laboratory	SUB11148118
5407		Montana Public Health Laboratory	SUB11148194
5408		New Mexico Department of Health Scientific Laboratory	SUB11148206
5409		QIMRB	SUB11148221
5410		Texas Department of State Health Services	SUB11148229
5411			SUB11148663
5412		Montana Public Health Laboratory	SUB11151704
5413		ST. PAUL&apos;S HOSPITAL	SUB11151848
5414		Utah Public Health Laboratory	SUB11151916
5415		NJDOH, Public Health and Environmental Laboratories	SUB11152091
5416		Utah Public Health Laboratory	SUB11152262
5417			SUB11152970
5418		NJDOH, Public Health and Environmental Laboratories	SUB11158206
5419		CDPH VBL	SUB11158268
5420		CDPH VBL	SUB11158273
5421		CDPH VBL	SUB11158277
5718		University of Livepool	SUB9679851
5422		Colorado Department of Public Health and Environment	SUB11158407
5423		State Hygienic Laboratory at the University of Iowa	SUB11158432
5424		University of Iowa Hospitals and Clinics	SUB11158432
5425			SUB11160984
5426		National Health Laboratory service	SUB11163981
5427		Pathcare	SUB11163981
5428		State Hygienic Laboratory at the University of Iowa	SUB11164131
5429		University of Iowa Hospitals and Clinics	SUB11164131
5430		University of Iowa Hospitals and Clinics	SUB11164446
5431		Colorado Department of Public Health and Environment	SUB11164512
5432		Pennsylvania Department of Health Bureau of Laboratories	SUB11166665
5433		Colorado Department of Public Health and Environment	SUB11166777
5434		Orange County Public Health Laboratory	SUB11166863
5435		Texas Department of State Health Services	SUB11166906
5436		Pomona Valley Hospital Medical Center	SUB11166941
5437		Providence Saint John&apos;s Health Center	SUB11166941
5438		USC Clinical Lab	SUB11166941
5439		Cedars-Sinai Marna Del Rey Hospital	SUB11166941
5440		OmniPathology Laboratory	SUB11166941
5441		Torrance Memorial Medical Center	SUB11166941
5442		Clarity Mobile Venture	SUB11166941
5443		California Hospital Medical Center	SUB11166941
5444		Montana Public Health Laboratory	SUB11166952
5445		Utah Public Health Laboratory	SUB11166962
5446		Olive View Medical Center	SUB11166963
5447		Providence Saint John&apos;s Health Center	SUB11166963
5448		Pomona Valley Hospital Medical Center	SUB11166963
5449		California Hospital Medical Center	SUB11166963
5450		Clarity Mobile Venture	SUB11166963
5451		Bio Lab	SUB11166963
5452		Palmdale Regional Medical Center	SUB11166963
5453		UCLA Clinical Micro Lab	SUB11166963
5454		modMD	SUB11166963
5455		Texas Department of State Health Services	SUB11166979
5456		Texas Department of State Health Services	SUB11166981
5457		NJDOH, Public Health and Environmental Laboratories	SUB11167046
5458		Orange County Public Health Laboratory	SUB11167077
5459		Wisconsin State Laboratory of Hygiene	SUB11167240
5460		Wisconsin State Laboratory of Hygiene	SUB11167248
5461		Wisconsin State Laboratory of Hygiene	SUB11167270
5462		Wisconsin State Laboratory of Hygiene	SUB11167275
5463		Wisconsin State Laboratory of Hygiene	SUB11167280
5464		Wisconsin State Laboratory of Hygiene	SUB11167293
5465		Wisconsin State Laboratory of Hygiene	SUB11167306
5466		Wisconsin State Laboratory of Hygiene	SUB11167309
5467		Wisconsin State Laboratory of Hygiene	SUB11167312
5468		Wisconsin State Laboratory of Hygiene	SUB11167316
5469		NJDOH, Public Health and Environmental Laboratories	SUB11168175
5470		Orange County Public Health Laboratory	SUB11168256
5471		Orange County Public Health Laboratory	SUB11168303
5472		Wisconsin State Laboratory of Hygiene	SUB11168349
5473		Wisconsin State Laboratory of Hygiene	SUB11168404
5474		Wisconsin State Laboratory of Hygiene	SUB11168464
5475		Wisconsin State Laboratory of Hygiene	SUB11168504
5476		Orange County Public Health Laboratory	SUB11168642
5477		Wisconsin State Laboratory of Hygiene	SUB11168651
5478		Wisconsin State Laboratory of Hygiene	SUB11168654
5479		Orange County Public Health Laboratory	SUB11168657
5480		Texas Department of State Health Services	SUB11168712
5481		Orange County Public Health Laboratory	SUB11168738
5482		Orange County Public Health Laboratory	SUB11168798
5483		Orange County Public Health Laboratory	SUB11168814
5484		Orange County Public Health Laboratory	SUB11168827
5485		Orange County Public Health Laboratory	SUB11168869
5486		Orange County Public Health Laboratory	SUB11168878
5487		AFRIMS-KAVRU	SUB11168926
5488		GALE, LETOSHA	SUB11172473
5489		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11172473
5490		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11172473
5491		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11172473
5492		SEVEN ACRES JEWISH - 6200 N BRAESWOOD BLVD	SUB11172473
5493		HOUSTON TRANSITIONAL-8550 Jason St	SUB11172473
5494		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11172473
5495		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11172473
5496		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB11172473
5497		BROOKDALE GALLERIA - 2929 POST OAK BOULEVARD	SUB11172473
5498		RONALD McDONALD HOUSE - 8000 N. STADIUM DRIVE	SUB11172473
5499		THE CONCIERGE- 2310 Eldridge Pkwy S	SUB11172473
5500		MEMORIAL CITY HEALTH- 1341 BLALOCK RD	SUB11172473
5501		NORTH HOUSTON - 9814 GRANT RD	SUB11172473
5502		THE HALLMARK - 4718 HALLMARK DR	SUB11172473
5503		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB11172473
5504		FORT BEND JUVENILE - 122 GOLFVIEW	SUB11172473
5505		GALVESTON COUNTY HLTH DST - PO BOX 939	SUB11172473
5506		WINDSOR HOUSTON- 6920 T C Jester Blvd	SUB11172473
5507		PARK MANOR OF SOUTH - 11902 RESOURCE PKWY	SUB11172473
5508		PARADISE LIVING - 7639 BEECHNUT LIVING	SUB11172473
5509		HOUSTON TRANSITIONAL-8550 JASON ST	SUB11172473
5510		INCARNATE WORD CONVENT - 3400 BRADFORD STREET	SUB11172473
5511		KIRBY - 9250 KIRBY DRIVE, 2030	SUB11172473
5512		BRAZOS TOWERS BAYOU MANOR - 4141 S BRAESWOOD	SUB11172473
5513		PARK MANOR WESTCHASE - 11910 RICHMOND AVE	SUB11172473
5514		DEERBROOK SKILLED NURSING - 9250 HUMBLE-WESTFIELD ROAD	SUB11172473
5515		BROOKDALE WILLOWBROOKE - 13500 BRETON RIDGE ST	SUB11172473
5516		MAYOR&apos;S OFFICE - 8000 NORTH STADIUM DRIVE	SUB11172473
5517		TSU - 3100 CLEBURNE ST.	SUB11172473
6038		Tuolumne CHD	SUB11207856
5518		FARRINGTON AT TANGLEWOOD - 505 BERING DRIVE	SUB11172473
5519		ROSENBERG H &amp; R CENTER - 1419 MAHLMAN STREET	SUB11172473
5520		GALE, LETOSHA	SUB11172500
5521		BROOKDALE WILLOWBROOKE - 13500 BRETON RIDGE ST	SUB11172500
5522		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11172500
5523		PARK MANOR WESTCHASE - 11910 RICHMOND AVE	SUB11172500
5524		MEMORIAL CITY HEALTH- 1341 BLALOCK RD	SUB11172500
5525		THE HALLMARK - 4718 HALLMARK DR	SUB11172500
5526		BRAZOS TOWERS BAYOU MANOR - 4141 S BRAESWOOD	SUB11172500
5527		BROOKDALE GALLERIA - 2929 POST OAK BOULEVARD	SUB11172500
5528		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11172500
5529		ROSENBERG H &amp; R CENTER - 1419 MAHLMAN STREET	SUB11172500
5530		TSU - 3100 CLEBURNE ST.	SUB11172500
5531		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11172500
5532		NORTH HOUSTON - 9814 GRANT RD	SUB11172500
5533		FORT BEND COUNTY JAIL - 1410 RICHMOND PARKWAY	SUB11172500
5534		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11172500
5535		FORT BEND MEDICAL, EXAMINERS - 3840 BAMORE RD.	SUB11172500
5536		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11172500
5537		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB11172500
5538		HOUSTON TRANSITIONAL-8550 JASON ST	SUB11172500
5539		PARK MANOR OF SOUTH - 11902 RESOURCE PKWY	SUB11172500
5540		SEVEN ACRES JEWISH - 6200 N BRAESWOOD BLVD	SUB11172500
5541		FORT BEND JUVENILE - 122 GOLFVIEW	SUB11172500
5542		THE CONCIERGE- 2310 Eldridge Pkwy S	SUB11172500
5543		WINDSOR HOUSTON- 6920 T C Jester Blvd	SUB11172500
5544		KIRBY - 9250 KIRBY DRIVE, 2030	SUB11172500
5545		MAYOR&apos;S OFFICE - 8000 NORTH STADIUM DRIVE	SUB11172500
5546		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB11172500
5547		HOUSTON TRANSITIONAL-8550 Jason St	SUB11172500
5548		THE MEDICAL RESORT - 13220 BRETON RIDGE STREET	SUB11172500
5549		Pennsylvania Department of Health Bureau of Laboratories	SUB11172543
5550		Utah Public Health Laboratory	SUB11172760
5551		Montana Public Health Laboratory	SUB11172802
5552		State Hygienic Laboratory at the University of Iowa	SUB11172837
5553		University of Iowa Hospitals and Clinics	SUB11172837
5554		Wisconsin State Laboratory of Hygiene	SUB11172900
5555		Wisconsin State Laboratory of Hygiene	SUB11172997
5556		Wisconsin State Laboratory of Hygiene	SUB11173042
5557		Wisconsin State Laboratory of Hygiene	SUB11173056
5558		CDPH VBL	SUB11173086
5559		Wisconsin State Laboratory of Hygiene	SUB11173092
5560		CDPH VBL	SUB11173093
5561		Wisconsin State Laboratory of Hygiene	SUB11173095
5562		Wisconsin State Laboratory of Hygiene	SUB11173099
5563		Texas Department of State Health Services	SUB11173101
5564		Wisconsin State Laboratory of Hygiene	SUB11173116
5565		Wisconsin State Laboratory of Hygiene	SUB11173134
5566		Wisconsin State Laboratory of Hygiene	SUB11173143
5567		Wisconsin State Laboratory of Hygiene	SUB11173147
5568		Wisconsin State Laboratory of Hygiene	SUB11173155
5569		Wisconsin State Laboratory of Hygiene	SUB11173157
5570		Wisconsin State Laboratory of Hygiene	SUB11173159
5571		Utah Public Health Laboratory	SUB11173620
5572		Utah Public Health Laboratory	SUB11173718
5573		BJ Medical College, Ahmedabad	SUB11179308
5574		M.P.Shah Government Medical College, Jamnagar	SUB11179308
5575		Northstar Pathology Laboratory, Ahmedabad	SUB11179308
5576		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11179308
5577		SSG Hospital Vadodara	SUB11179308
5578		Toprani Advance lab Systems, Vadodara	SUB11179308
5579		Colorado Department of Public Health and Environment	SUB11179880
5580		New Mexico Department of Health Scientific Laboratory	SUB11180137
5581		State Hygienic Laboratory at the University of Iowa	SUB11180244
5582		Texas Department of State Health Services	SUB11180435
5583		State Hygienic Laboratory at the University of Iowa	SUB11180518
5584		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11182996
5585		Unipeth Pathology Laboratory -Vadodara	SUB11182996
5586		Sanjeevani Metropolis, Rajkot	SUB11182996
5587		Gujarat Pathology laboratory &amp; Diagnostic Center, Paldi, Ahmedabad	SUB11182996
5588		BJ Medical College, Ahmedabad	SUB11182996
5589		Nidan Path Lab, Gandhinagar	SUB11182996
5590		GMERS Medical College, Gandhinagar	SUB11182996
5591		Northstar Pathology Laboratory, Ahmedabad	SUB11182996
5592		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11182996
5593		GMERS Medical College, Junagadh	SUB11182996
5594		Sterling Diagnostic Center, Bhavnagar	SUB11182996
5595		General Hospital, Lunavada, Mahisagar	SUB11182996
5596		Supratech Micropath Laboratory, Surat	SUB11182996
5597		NHL Municipal Medical College, Ahmedabad (SVP)	SUB11182996
5598		District Hospital, Jamkhambhaliya	SUB11182996
5599		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB11182996
5600		In Vitro Speciality Laboratory, Ahmedabad	SUB11182996
5601		Government Medical College, Bhavnagar	SUB11182996
5602		AMC MET Medical College, Ahmedabad (LG Hospital)	SUB11182996
5603		Sanjivani Laboratory, Ahmedabad	SUB11182996
5604		M.P.Shah Government Medical College, Jamnagar	SUB11182996
5605		Pathocare Pathology Laboratory, Vadodara	SUB11182996
5606		District Hospital, Navsari	SUB11182996
5607		District Hospital, Vyara	SUB11182996
5608		Shradhdhadip Green Cross laboratory, Kudasan, Gandhinagar	SUB11182996
5609		Genexplore Diagnostic center, Ahmedabad	SUB11182996
5610		Sterling Accuris, Bhavnagar	SUB11182996
5611		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11182996
5612		Eugene Molecular Lab, Ahmedabad	SUB11182996
5613		Government Medical College, Surat	SUB11182996
5614		Banas Medical College, Palanpur, Banasknatha	SUB11182996
5615		Toprani Advance lab Systems, Vadodara	SUB11182996
5616		GMERS Medical College, Sola, Ahemdabad	SUB11182996
5617		Universal Pathology &amp; Molocular Lab, New Ranip, Ahmedabad	SUB11182996
5618		Unipath Speciality Laboaratory, Ahmedabad	SUB11182996
5619		Cottage Hospital	SUB11182996
5620		Shantaba Medical College, Amreli	SUB11182996
5621		Desai Metropolis Health Services, Surat	SUB11182996
5622		We Path Genexplore Laboratory, Vadodara	SUB11182996
5623		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11182996
5624		Zydus Medical College, Dahod	SUB11182996
5625		North Carolina State Laboratory of Public Health	SUB11183217
5626		TPMG Regional Laboratory	SUB11183424
5627		Colorado Department of Public Health and Environment	SUB11183446
5628		Montana Public Health Laboratory	SUB11183482
5629		Utah Public Health Laboratory	SUB11184024
5630		Texas Department of State Health Services	SUB11184082
5631		Colorado Department of Public Health and Environment	SUB11186720
5632			SUB11189410
5633		University of Iowa Hospitals and Clinics	SUB11189548
5634		State Hygienic Laboratory at the University of Iowa	SUB11189548
5635		State Hygienic Laboratory at the University of Iowa	SUB11189677
5636			SUB11190797
5637		Montana Public Health Laboratory	SUB11190945
5638		NJDOH, Public Health and Environmental Laboratories	SUB11191198
5639		NJDOH, Public Health and Environmental Laboratories	SUB11191375
5640		Texas Department of State Health Services	SUB11191647
5641		Toprani Advance lab Systems, Vadodara	SUB11193638
5642		Pathocare Pathology Laboratory, Vadodara	SUB11193638
5643		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11193638
5644		Sanjeevani Metropolis, Rajkot	SUB11193638
5645		We Path Genexplore Laboratory, Vadodara	SUB11193638
5646		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11193638
5647		In Vitro Speciality Laboratory, Ahmedabad	SUB11193638
5648		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11193638
5649		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11193638
5650		District Hospital, Vyara	SUB11193638
5651		General Hospital, Ahwa	SUB11193638
5652		State Hospital, Santrampur	SUB11193638
5653		GMERS Medical College and Hospital, Sola, Ahmedabad	SUB11193638
5654		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB11193638
5655		Genexplore Diagnostic center, Ahmedabad	SUB11193638
5656		Government Medical College, Surat	SUB11193638
5657		Government Medical College, Bhavnagar	SUB11193638
5658		International Islamic University Malaysia	SUB11193746
5659			SUB11194127
5660			SUB11194404
5661			SUB11195148
5662			SUB11199402
5663			SUB11200822
5664			SUB11200892
5665			SUB11202745
5666			SUB11202949
5667			SUB11202958
5668			SUB11203039
5669			SUB11203219
5670		NUHS	SUB7856429
5671		West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	SUB7940924
5672		MRC-University of Glasgow Centre for Virus Research	SUB7951651
5673		David Egas	SUB7989021
5674		West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	SUB8003970
5675		UNC Chapel Hill	SUB8004305
5676		West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	SUB8072010
5677		DMR	SUB8267411
5678			SUB8572494
5679		The Peter Doherty Institute for Infection and Immunity	SUB8574519
5680			SUB8576577
5681		MRC-University of Glasgow Centre for Virus Research	SUB8643573
5682			SUB8788862
5683		DMR	SUB8802004
5684		DMR	SUB8807953
5685		CHU Limoges	SUB8846013
5686			SUB8863926
5687		University Hospitals of Geneva	SUB8960423
5688		National Research Centre on Equines, Indian Council of Agricultural Research	SUB8999557
5689		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9002834
5690		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9003079
5691		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9003460
5692		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9003872
5693		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9004584
5694		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9004935
5695		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9005501
5696		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9005841
5697		National Research Centre on Equines, Indian Council of Agricultural Research	SUB9006173
5698		The Peter Doherty Institute for Infection and Immunity	SUB9019005
5699		The Peter Doherty Institute for Infection and Immunity	SUB9030572
5700		The Peter Doherty Institute for Infection and Immunity	SUB9036387
5701			SUB9096627
5702			SUB9125539
5703		Department of Laboratory Medicine, Clinical Center, National Institutes of Health	SUB9132416
5704		Helix	SUB9158929
5705		Helix	SUB9173237
5706		Helix	SUB9174676
5707		Helix	SUB9174704
5708		Helix	SUB9219280
5709		Helix	SUB9219282
5710		Helix	SUB9219283
5711		Helix	SUB9219284
5719		Joshua Fuqua, Eric C. Rouchka, Julia H. Chariker, Sabine Waigel, Donghoon Chung, Wolfgang Zacharias, Mei Zhang, Damond Talley, Ian Santisteban, Arvind Varsani, Sarah Moyer, Rochelle H. Holm, Ray A. Yeager, Kevin Sokoloski, Ted Smith, Aruni Bhatnagar, The Universisty of Louisville Co-Immunity Project	SUB9814731
5720		Department of Laboratory Medicine, Clinical Center, National Institutes of Health	SUB9847293
5721		IZSTO	SUB9907682
5722		Ilhem Messaoudi	SUB9995870
5723		Andrea Marzi	SUB9996012
5724			UMIGS
5725			UNIVERSITY OF SZEGED
